"Population by Educational Attainment","Number"
"Beginners",""
"Female","262"
"Male","358"
"","620"
"Graduate and Equivalent",""
"Female","226"
"Male","894"
"","1120"
"Intermediate and Equivalent",""
"Female","642"
"Male","1629"
"","2271"
"Level not Stated",""
"Female","149"
"Male","171"
"","320"
"Lower Secondary (Class 6-8)",""
"Female","3140"
"Male","4202"
"","7342"
"Non Formal Education",""
"Female","202"
"Male","203"
"","405"
"Others",""
"Female","142"
"Male","76"
"","218"
"Post Graduate Equivalent and Above",""
"Female","21"
"Male","313"
"","334"
"Primary Education (1-5 Class)",""
"Female","7074"
"Male","8431"
"","15505"
"Secondary Level (Class 9-10)",""
"Female","1615"
"Male","2848"
"","4463"
"SLC and Equivalent",""
"Female","1314"
"Male","2386"
"","3700"
