"Population by Educational Attainment","Number"
"Beginners",""
"Female","26"
"Male","24"
"Graduate and Equivalent",""
"Female","2"
"Male","22"
"Intermediate and Equivalent",""
"Female","99"
"Male","123"
"Level not Stated",""
"Female","2"
"Male","0"
"Lower Secondary (Class 6-8)",""
"Female","123"
"Male","156"
"Non Formal Education",""
"Female","48"
"Male","42"
"Others",""
"Female","1"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","9"
"Primary Education (1-5 Class)",""
"Female","194"
"Male","214"
"Secondary Level (Class 9-10)",""
"Female","44"
"Male","59"
"SLC and Equivalent",""
"Female","53"
"Male","86"
