"Population by Educational Attainment","Number"
"Beginners",""
"Female","298"
"Male","300"
"","598"
"Graduate and Equivalent",""
"Female","42"
"Male","91"
"","133"
"Intermediate and Equivalent",""
"Female","209"
"Male","263"
"","472"
"Level not Stated",""
"Female","15"
"Male","18"
"","33"
"Lower Secondary (Class 6-8)",""
"Female","1501"
"Male","1595"
"","3096"
"Non Formal Education",""
"Female","426"
"Male","498"
"","924"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","53"
"","66"
"Primary Education (1-5 Class)",""
"Female","3725"
"Male","4130"
"","7855"
"Secondary Level (Class 9-10)",""
"Female","676"
"Male","654"
"","1330"
"SLC and Equivalent",""
"Female","440"
"Male","576"
"","1016"
