"Population by Educational Attainment","Number"
"Beginners",""
"Female","786"
"Male","978"
"","1764"
"Graduate and Equivalent",""
"Female","122"
"Male","281"
"","403"
"Intermediate and Equivalent",""
"Female","630"
"Male","831"
"","1461"
"Level not Stated",""
"Female","49"
"Male","37"
"","86"
"Lower Secondary (Class 6-8)",""
"Female","3829"
"Male","4754"
"","8583"
"Non Formal Education",""
"Female","1259"
"Male","554"
"","1813"
"Others",""
"Female","19"
"Male","8"
"","27"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","83"
"","93"
"Primary Education (1-5 Class)",""
"Female","6793"
"Male","8121"
"","14914"
"Secondary Level (Class 9-10)",""
"Female","1880"
"Male","2131"
"","4011"
"SLC and Equivalent",""
"Female","1159"
"Male","1388"
"","2547"
