"Population by Caste Ethinicity","Number"
"Badi",""
"Female","52"
"Male","32"
"","84"
"Bote",""
"Female","98"
"Male","100"
"","198"
"Brahman - Hill",""
"Female","2797"
"Male","2405"
"","5202"
"Brahman - Tarai",""
"Female","23"
"Male","30"
"","53"
"Chhetri",""
"Female","3974"
"Male","3333"
"","7307"
"Dalit Others",""
"Female","515"
"Male","425"
"","940"
"Damai/Dholi",""
"Female","213"
"Male","190"
"","403"
"Gurung",""
"Female","76"
"Male","59"
"","135"
"Hajam/Thakur",""
"Female","17"
"Male","15"
"","32"
"Halwai",""
"Female","10"
"Male","16"
"","26"
"Kami",""
"Female","900"
"Male","748"
"","1648"
"Kathabaniyan",""
"Female","7"
"Male","8"
"","15"
"Kumal",""
"Female","32"
"Male","22"
"","54"
"Lohar",""
"Female","85"
"Male","78"
"","163"
"Magar",""
"Female","622"
"Male","552"
"","1174"
"Majhi",""
"Female","6"
"Male","5"
"","11"
"Musalman",""
"Female","8"
"Male","16"
"","24"
"Newar",""
"Female","77"
"Male","60"
"","137"
"Others",""
"Female","37"
"Male","33"
"","70"
"Rai",""
"Female","6"
"Male","8"
"","14"
"Sanyasi/Dasnami",""
"Female","171"
"Male","162"
"","333"
"Sarki",""
"Female","67"
"Male","71"
"","138"
"Teli",""
"Female","41"
"Male","29"
"","70"
"Terai Others",""
"Female","28"
"Male","21"
"","49"
"Thakuri",""
"Female","1506"
"Male","1279"
"","2785"
"Tharu",""
"Female","16719"
"Male","15760"
"","32479"
