"Population by Educational Attainment","Number"
"Beginners",""
"Female","211"
"Male","223"
"Graduate and Equivalent",""
"Female","6"
"Male","33"
"Intermediate and Equivalent",""
"Female","90"
"Male","264"
"Level not Stated",""
"Female","3"
"Male","3"
"Lower Secondary (Class 6-8)",""
"Female","653"
"Male","1108"
"Non Formal Education",""
"Female","221"
"Male","218"
"Others",""
"Female","0"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","13"
"Primary Education (1-5 Class)",""
"Female","2352"
"Male","2676"
"Secondary Level (Class 9-10)",""
"Female","216"
"Male","461"
"SLC and Equivalent",""
"Female","124"
"Male","361"
