"Population by Educational Attainment","Number"
"Beginners",""
"Female","266"
"Male","339"
"","605"
"Graduate and Equivalent",""
"Female","52"
"Male","155"
"","207"
"Intermediate and Equivalent",""
"Female","163"
"Male","376"
"","539"
"Level not Stated",""
"Female","62"
"Male","92"
"","154"
"Lower Secondary (Class 6-8)",""
"Female","1033"
"Male","2214"
"","3247"
"Non Formal Education",""
"Female","106"
"Male","76"
"","182"
"Others",""
"Female","95"
"Male","70"
"","165"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","66"
"","79"
"Primary Education (1-5 Class)",""
"Female","4012"
"Male","5297"
"","9309"
"Secondary Level (Class 9-10)",""
"Female","446"
"Male","1224"
"","1670"
"SLC and Equivalent",""
"Female","295"
"Male","521"
"","816"
