"Population by Mother tongue","Number"
"Bajjika",""
"Female","3"
"Male","16"
"Bangla",""
"Female","18"
"Male","30"
"Bankariya",""
"Female","38"
"Male","24"
"Bantawa",""
"Female","5"
"Male","7"
"Bhojpuri",""
"Female","1476"
"Male","2455"
"Bhujel",""
"Female","65"
"Male","64"
"Chepang",""
"Female","7872"
"Male","8147"
"Danuwar",""
"Female","44"
"Male","45"
"Doteli",""
"Female","15"
"Male","8"
"Gurung",""
"Female","528"
"Male","482"
"Hindi",""
"Female","182"
"Male","272"
"Lapcha",""
"Female","463"
"Male","318"
"Limbu",""
"Female","14"
"Male","12"
"Magar",""
"Female","2948"
"Male","2688"
"Maithili",""
"Female","1036"
"Male","1578"
"Majhi",""
"Female","365"
"Male","320"
"Nepali",""
"Female","89652"
"Male","82770"
"Newar",""
"Female","8732"
"Male","8118"
"Not Reported",""
"Female","99"
"Male","106"
"Others",""
"Female","310"
"Male","348"
"Pahari",""
"Female","201"
"Male","166"
"Rai",""
"Female","1138"
"Male","1039"
"Rajsthani",""
"Female","99"
"Male","106"
"Sign Language",""
"Female","24"
"Male","24"
"Sunuwar",""
"Female","20"
"Male","18"
"Tamang",""
"Female","97865"
"Male","92416"
"Thami",""
"Female","10"
"Male","9"
"Tharu",""
"Female","154"
"Male","264"
"Urdu",""
"Female","142"
"Male","233"
