"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","10"
"Male","21"
"Badi",""
"Female","19"
"Male","19"
"Bangali",""
"Female","28"
"Male","43"
"Baraee",""
"Female","17"
"Male","55"
"Bhote",""
"Female","9"
"Male","9"
"Bin",""
"Female","11"
"Male","24"
"Brahman - Hill",""
"Female","30188"
"Male","28437"
"Brahman - Tarai",""
"Female","162"
"Male","169"
"Brahmu/ Baramo",""
"Female","31"
"Male","31"
"Chamar/ Harijan/ Ram",""
"Female","6"
"Male","33"
"Chamling",""
"Female","22"
"Male","12"
"Chepang /Praja",""
"Female","9424"
"Male","9793"
"Chhetri",""
"Female","22638"
"Male","20968"
"Dalit Others",""
"Female","227"
"Male","213"
"Damai/Dholi",""
"Female","1798"
"Male","1643"
"Danuwar",""
"Female","721"
"Male","671"
"Darai",""
"Female","8"
"Male","6"
"Dev",""
"Female","5"
"Male","7"
"Dhanuk",""
"Female","50"
"Male","56"
"Dhobi",""
"Female","23"
"Male","34"
"Dom",""
"Female","7"
"Male","4"
"Dusadh/ Pasawan/ Pasi",""
"Female","2"
"Male","20"
"Foreigner",""
"Female","5"
"Male","9"
"Gaderi/Bhedihar",""
"Female","9"
"Male","9"
"Ghale",""
"Female","311"
"Male","286"
"Gharti/Bhujel",""
"Female","499"
"Male","453"
"Gurung",""
"Female","1485"
"Male","1303"
"Hajam/Thakur",""
"Female","152"
"Male","213"
"Halwai",""
"Female","29"
"Male","37"
"Kalwar",""
"Female","169"
"Male","267"
"Kami",""
"Female","6358"
"Male","5710"
"Kanu",""
"Female","135"
"Male","237"
"Kathabaniyan",""
"Female","655"
"Male","757"
"Kayastha",""
"Female","96"
"Male","97"
"Kewat",""
"Female","11"
"Male","9"
"Koiri/Kushwaha",""
"Female","70"
"Male","112"
"Kumal",""
"Female","39"
"Male","69"
"Kumhar",""
"Female","1"
"Male","21"
"Kurmi",""
"Female","25"
"Male","66"
"Limbu",""
"Female","107"
"Male","105"
"Lodh",""
"Female","7"
"Male","6"
"Lohar",""
"Female","21"
"Male","47"
"Magar",""
"Female","9860"
"Male","8796"
"Majhi",""
"Female","1671"
"Male","1485"
"Mallaha",""
"Female","11"
"Male","20"
"Marwadi",""
"Female","140"
"Male","154"
"Musalman",""
"Female","688"
"Male","1001"
"Newar",""
"Female","13517"
"Male","12340"
"Nuniya",""
"Female","5"
"Male","17"
"Others",""
"Female","386"
"Male","485"
"Pahari",""
"Female","660"
"Male","628"
"Rai",""
"Female","4189"
"Male","3719"
"Rajbansi",""
"Female","9"
"Male","18"
"Rajput",""
"Female","39"
"Male","73"
"Sanyasi/Dasnami",""
"Female","652"
"Male","705"
"Sarki",""
"Female","767"
"Male","672"
"Sherpa",""
"Female","10"
"Male","10"
"Sonar",""
"Female","42"
"Male","61"
"Sudhi",""
"Female","56"
"Male","49"
"Sunuwar",""
"Female","222"
"Male","218"
"Tamang",""
"Female","103262"
"Male","97408"
"Tatma/Tatwa",""
"Female","13"
"Male","24"
"Teli",""
"Female","167"
"Male","262"
"Terai Others",""
"Female","110"
"Male","164"
"Thakuri",""
"Female","938"
"Male","844"
"Thami",""
"Female","36"
"Male","40"
"Tharu",""
"Female","340"
"Male","558"
"Undefined Others",""
"Female","6"
"Male","10"
"Yadav",""
"Female","132"
"Male","241"
