"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","203"
"Male","166"
"Bangali",""
"Female","10"
"Male","12"
"Brahman - Hill",""
"Female","4627"
"Male","4370"
"Chhetri",""
"Female","10627"
"Male","9844"
"Dalit Others",""
"Female","349"
"Male","322"
"Damai/Dholi",""
"Female","664"
"Male","576"
"Gurung",""
"Female","98"
"Male","112"
"Halwai",""
"Female","23"
"Male","20"
"Kami",""
"Female","2552"
"Male","2328"
"Kathabaniyan",""
"Female","6"
"Male","8"
"Koiri/Kushwaha",""
"Female","11"
"Male","13"
"Kumal",""
"Female","16"
"Male","15"
"Lohar",""
"Female","261"
"Male","198"
"Magar",""
"Female","829"
"Male","799"
"Meche",""
"Female","22"
"Male","17"
"Musalman",""
"Female","97"
"Male","105"
"Newar",""
"Female","28"
"Male","22"
"Others",""
"Female","63"
"Male","48"
"Rai",""
"Female","6"
"Male","5"
"Raji",""
"Female","16"
"Male","18"
"Rajput",""
"Female","11"
"Male","11"
"Sanyasi/Dasnami",""
"Female","242"
"Male","237"
"Sarki",""
"Female","304"
"Male","260"
"Tamang",""
"Female","49"
"Male","43"
"Terai Others",""
"Female","18"
"Male","27"
"Thakuri",""
"Female","1889"
"Male","1696"
"Tharu",""
"Female","15707"
"Male","15571"
"Yadav",""
"Female","6"
"Male","9"
