"Population by Educational Attainment","Number"
"Beginners",""
"Female","211"
"Male","223"
"","434"
"Graduate and Equivalent",""
"Female","6"
"Male","33"
"","39"
"Intermediate and Equivalent",""
"Female","90"
"Male","264"
"","354"
"Level not Stated",""
"Female","3"
"Male","3"
"","6"
"Lower Secondary (Class 6-8)",""
"Female","653"
"Male","1108"
"","1761"
"Non Formal Education",""
"Female","221"
"Male","218"
"","439"
"Others",""
"Female","0"
"Male","2"
"","2"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","13"
"","14"
"Primary Education (1-5 Class)",""
"Female","2352"
"Male","2676"
"","5028"
"Secondary Level (Class 9-10)",""
"Female","216"
"Male","461"
"","677"
"SLC and Equivalent",""
"Female","124"
"Male","361"
"","485"
