"Population by Educational Attainment","Number"
"Beginners",""
"Female","357"
"Male","404"
"","761"
"Graduate and Equivalent",""
"Female","15"
"Male","48"
"","63"
"Intermediate and Equivalent",""
"Female","84"
"Male","150"
"","234"
"Level not Stated",""
"Female","40"
"Male","26"
"","66"
"Lower Secondary (Class 6-8)",""
"Female","989"
"Male","995"
"","1984"
"Non Formal Education",""
"Female","617"
"Male","474"
"","1091"
"Others",""
"Female","10"
"Male","5"
"","15"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","7"
"","8"
"Primary Education (1-5 Class)",""
"Female","3312"
"Male","3318"
"","6630"
"Secondary Level (Class 9-10)",""
"Female","256"
"Male","334"
"","590"
"SLC and Equivalent",""
"Female","156"
"Male","233"
"","389"
