"Population by Single Year of Age","Number"
"0",""
"Female","286"
"Male","353"
"1",""
"Female","307"
"Male","347"
"10",""
"Female","470"
"Male","508"
"11",""
"Female","442"
"Male","415"
"12",""
"Female","496"
"Male","522"
"13",""
"Female","494"
"Male","434"
"14",""
"Female","473"
"Male","482"
"15",""
"Female","505"
"Male","400"
"16",""
"Female","457"
"Male","330"
"17",""
"Female","441"
"Male","300"
"18",""
"Female","478"
"Male","265"
"19",""
"Female","336"
"Male","183"
"2",""
"Female","344"
"Male","344"
"20",""
"Female","364"
"Male","162"
"21",""
"Female","359"
"Male","131"
"22",""
"Female","415"
"Male","152"
"23",""
"Female","319"
"Male","112"
"24",""
"Female","288"
"Male","109"
"25",""
"Female","379"
"Male","135"
"26",""
"Female","275"
"Male","101"
"27",""
"Female","273"
"Male","119"
"28",""
"Female","312"
"Male","120"
"29",""
"Female","185"
"Male","62"
"3",""
"Female","360"
"Male","376"
"30",""
"Female","312"
"Male","120"
"31",""
"Female","190"
"Male","91"
"32",""
"Female","257"
"Male","85"
"33",""
"Female","172"
"Male","108"
"34",""
"Female","175"
"Male","60"
"35",""
"Female","336"
"Male","110"
"36",""
"Female","189"
"Male","100"
"37",""
"Female","200"
"Male","90"
"38",""
"Female","206"
"Male","98"
"39",""
"Female","162"
"Male","78"
"4",""
"Female","391"
"Male","436"
"40",""
"Female","338"
"Male","133"
"41",""
"Female","149"
"Male","86"
"42",""
"Female","194"
"Male","106"
"43",""
"Female","153"
"Male","91"
"44",""
"Female","120"
"Male","95"
"45",""
"Female","282"
"Male","127"
"46",""
"Female","151"
"Male","94"
"47",""
"Female","164"
"Male","107"
"48",""
"Female","176"
"Male","113"
"49",""
"Female","166"
"Male","119"
"5",""
"Female","390"
"Male","393"
"50",""
"Female","243"
"Male","157"
"51",""
"Female","137"
"Male","121"
"52",""
"Female","163"
"Male","149"
"53",""
"Female","110"
"Male","102"
"54",""
"Female","119"
"Male","107"
"55",""
"Female","182"
"Male","141"
"56",""
"Female","129"
"Male","115"
"57",""
"Female","122"
"Male","108"
"58",""
"Female","127"
"Male","103"
"59",""
"Female","103"
"Male","92"
"6",""
"Female","405"
"Male","396"
"60",""
"Female","214"
"Male","165"
"61",""
"Female","119"
"Male","102"
"62",""
"Female","114"
"Male","103"
"63",""
"Female","83"
"Male","77"
"64",""
"Female","74"
"Male","103"
"65",""
"Female","146"
"Male","104"
"66",""
"Female","73"
"Male","62"
"67",""
"Female","90"
"Male","105"
"68",""
"Female","88"
"Male","86"
"69",""
"Female","47"
"Male","54"
"7",""
"Female","431"
"Male","433"
"70",""
"Female","104"
"Male","119"
"71",""
"Female","64"
"Male","67"
"72",""
"Female","50"
"Male","76"
"73",""
"Female","36"
"Male","68"
"74",""
"Female","26"
"Male","41"
"75",""
"Female","67"
"Male","52"
"76",""
"Female","32"
"Male","35"
"77",""
"Female","37"
"Male","43"
"78",""
"Female","43"
"Male","55"
"79",""
"Female","25"
"Male","25"
"8",""
"Female","414"
"Male","420"
"80",""
"Female","47"
"Male","30"
"81",""
"Female","21"
"Male","31"
"82",""
"Female","18"
"Male","26"
"83",""
"Female","16"
"Male","29"
"84",""
"Female","20"
"Male","26"
"85",""
"Female","51"
"Male","86"
"9",""
"Female","384"
"Male","419"
