"Population by Educational Attainment","Number"
"Beginners",""
"Female","222"
"Male","259"
"","481"
"Graduate and Equivalent",""
"Female","60"
"Male","108"
"","168"
"Intermediate and Equivalent",""
"Female","380"
"Male","377"
"","757"
"Level not Stated",""
"Female","47"
"Male","37"
"","84"
"Lower Secondary (Class 6-8)",""
"Female","2388"
"Male","1733"
"","4121"
"Non Formal Education",""
"Female","717"
"Male","427"
"","1144"
"Others",""
"Female","5"
"Male","3"
"","8"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","35"
"","39"
"Primary Education (1-5 Class)",""
"Female","3476"
"Male","3321"
"","6797"
"Secondary Level (Class 9-10)",""
"Female","1062"
"Male","1043"
"","2105"
"SLC and Equivalent",""
"Female","971"
"Male","871"
"","1842"
