"Population by Educational Attainment","Number"
"Beginners",""
"Female","435"
"Male","458"
"Graduate and Equivalent",""
"Female","59"
"Male","134"
"Intermediate and Equivalent",""
"Female","302"
"Male","317"
"Level not Stated",""
"Female","36"
"Male","52"
"Lower Secondary (Class 6-8)",""
"Female","2572"
"Male","2085"
"Non Formal Education",""
"Female","1024"
"Male","673"
"Others",""
"Female","1"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","67"
"Primary Education (1-5 Class)",""
"Female","4828"
"Male","4720"
"Secondary Level (Class 9-10)",""
"Female","1286"
"Male","1035"
"SLC and Equivalent",""
"Female","1034"
"Male","881"
