"Population by Educational Attainment","Number"
"Beginners",""
"Female","401"
"Male","476"
"Graduate and Equivalent",""
"Female","20"
"Male","45"
"Intermediate and Equivalent",""
"Female","96"
"Male","177"
"Level not Stated",""
"Female","25"
"Male","23"
"Lower Secondary (Class 6-8)",""
"Female","1383"
"Male","1698"
"Non Formal Education",""
"Female","358"
"Male","242"
"Others",""
"Female","6"
"Male","14"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","6"
"Primary Education (1-5 Class)",""
"Female","4126"
"Male","5198"
"Secondary Level (Class 9-10)",""
"Female","463"
"Male","629"
"SLC and Equivalent",""
"Female","179"
"Male","329"
