"Population by Educational Attainment","Number"
"Beginners",""
"Female","118"
"Male","132"
"Graduate and Equivalent",""
"Female","34"
"Male","84"
"Intermediate and Equivalent",""
"Female","187"
"Male","256"
"Level not Stated",""
"Female","18"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","1324"
"Male","1177"
"Non Formal Education",""
"Female","353"
"Male","223"
"Others",""
"Female","2"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","25"
"Primary Education (1-5 Class)",""
"Female","2104"
"Male","1900"
"Secondary Level (Class 9-10)",""
"Female","690"
"Male","689"
"SLC and Equivalent",""
"Female","360"
"Male","517"
