"Population by Educational Attainment","Number"
"Beginners",""
"Female","31"
"Male","31"
"","62"
"Graduate and Equivalent",""
"Female","20"
"Male","127"
"","147"
"Intermediate and Equivalent",""
"Female","130"
"Male","337"
"","467"
"Level not Stated",""
"Female","9"
"Male","14"
"","23"
"Lower Secondary (Class 6-8)",""
"Female","697"
"Male","984"
"","1681"
"Non Formal Education",""
"Female","2"
"Male","1"
"","3"
"Others",""
"Female","0"
"Male","8"
"","8"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","24"
"","24"
"Primary Education (1-5 Class)",""
"Female","1727"
"Male","2065"
"","3792"
"Secondary Level (Class 9-10)",""
"Female","290"
"Male","668"
"","958"
"SLC and Equivalent",""
"Female","314"
"Male","645"
"","959"
