"Population by disability type","Number"
"Blind/low vision",""
"Female","21"
"Male","41"
"","62"
"Deaf/hard of hearing",""
"Female","11"
"Male","10"
"","21"
"Deaf-Blind",""
"Female","5"
"Male","8"
"","13"
"Intellectual disable",""
"Female","2"
"Male","0"
"","2"
"Mental disable",""
"Female","7"
"Male","11"
"","18"
"Multiple disable",""
"Female","6"
"Male","17"
"","23"
"No disability",""
"Female","9596"
"Male","8675"
"","18271"
"Physical",""
"Female","35"
"Male","75"
"","110"
"Speech problem",""
"Female","13"
"Male","25"
"","38"
