"Population by Educational Attainment","Number"
"Beginners",""
"Female","354"
"Male","399"
"","753"
"Graduate and Equivalent",""
"Female","6"
"Male","49"
"","55"
"Intermediate and Equivalent",""
"Female","85"
"Male","256"
"","341"
"Level not Stated",""
"Female","11"
"Male","5"
"","16"
"Lower Secondary (Class 6-8)",""
"Female","439"
"Male","1075"
"","1514"
"Non Formal Education",""
"Female","165"
"Male","83"
"","248"
"Others",""
"Female","4"
"Male","10"
"","14"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","22"
"","22"
"Primary Education (1-5 Class)",""
"Female","2020"
"Male","2593"
"","4613"
"Secondary Level (Class 9-10)",""
"Female","127"
"Male","372"
"","499"
"SLC and Equivalent",""
"Female","98"
"Male","261"
"","359"
