"Population by Educational Attainment","Number"
"Beginners",""
"Female","73"
"Male","99"
"Graduate and Equivalent",""
"Female","21"
"Male","114"
"Intermediate and Equivalent",""
"Female","84"
"Male","282"
"Level not Stated",""
"Female","15"
"Male","12"
"Lower Secondary (Class 6-8)",""
"Female","560"
"Male","1289"
"Non Formal Education",""
"Female","16"
"Male","12"
"Others",""
"Female","30"
"Male","15"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","22"
"Primary Education (1-5 Class)",""
"Female","2124"
"Male","3068"
"Secondary Level (Class 9-10)",""
"Female","153"
"Male","597"
"SLC and Equivalent",""
"Female","184"
"Male","596"
