"Population by Caste Ethinicity","Number"
"Badi",""
"Female","965"
"Male","882"
"","1847"
"Bangali",""
"Female","25"
"Male","16"
"","41"
"Bhote",""
"Female","217"
"Male","211"
"","428"
"Bote",""
"Female","16"
"Male","13"
"","29"
"Brahman - Hill",""
"Female","20499"
"Male","19128"
"","39627"
"Brahman - Tarai",""
"Female","16"
"Male","17"
"","33"
"Chhantyal/Chhantel",""
"Female","139"
"Male","115"
"","254"
"Chhetri",""
"Female","56402"
"Male","51423"
"","107825"
"Dalit Others",""
"Female","31"
"Male","23"
"","54"
"Damai/Dholi",""
"Female","8262"
"Male","7398"
"","15660"
"Gaine",""
"Female","294"
"Male","278"
"","572"
"Gharti/Bhujel",""
"Female","6"
"Male","8"
"","14"
"Gurung",""
"Female","2446"
"Male","2086"
"","4532"
"Hajam/Thakur",""
"Female","16"
"Male","28"
"","44"
"Halwai",""
"Female","45"
"Male","61"
"","106"
"Kalwar",""
"Female","6"
"Male","18"
"","24"
"Kami",""
"Female","34093"
"Male","29448"
"","63541"
"Kathabaniyan",""
"Female","23"
"Male","40"
"","63"
"Kayastha",""
"Female","4"
"Male","7"
"","11"
"Kumal",""
"Female","100"
"Male","87"
"","187"
"Kurmi",""
"Female","7"
"Male","10"
"","17"
"Limbu",""
"Female","19"
"Male","20"
"","39"
"Lohar",""
"Female","83"
"Male","71"
"","154"
"Magar",""
"Female","34483"
"Male","31023"
"","65506"
"Majhi",""
"Female","123"
"Male","107"
"","230"
"Musahar",""
"Female","18"
"Male","11"
"","29"
"Musalman",""
"Female","836"
"Male","951"
"","1787"
"Newar",""
"Female","935"
"Male","840"
"","1775"
"Others",""
"Female","282"
"Male","244"
"","526"
"Rai",""
"Female","63"
"Male","68"
"","131"
"Rajdhob",""
"Female","15"
"Male","13"
"","28"
"Raji",""
"Female","612"
"Male","556"
"","1168"
"Sanyasi/Dasnami",""
"Female","3079"
"Male","2839"
"","5918"
"Sarki",""
"Female","4305"
"Male","3790"
"","8095"
"Sherpa",""
"Female","17"
"Male","10"
"","27"
"Tamang",""
"Female","171"
"Male","150"
"","321"
"Teli",""
"Female","15"
"Male","27"
"","42"
"Terai Others",""
"Female","233"
"Male","184"
"","417"
"Thakali",""
"Female","12"
"Male","17"
"","29"
"Thakuri",""
"Female","8366"
"Male","7428"
"","15794"
"Thami",""
"Female","31"
"Male","27"
"","58"
"Tharu",""
"Female","3320"
"Male","2984"
"","6304"
"Yadav",""
"Female","16"
"Male","15"
"","31"
