"Population by Educational Attainment","Number"
"Beginners",""
"Female","83"
"Male","82"
"Graduate and Equivalent",""
"Female","25"
"Male","121"
"Intermediate and Equivalent",""
"Female","142"
"Male","282"
"Level not Stated",""
"Female","9"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","540"
"Male","666"
"Non Formal Education",""
"Female","189"
"Male","195"
"Others",""
"Female","7"
"Male","42"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","32"
"Primary Education (1-5 Class)",""
"Female","1426"
"Male","1659"
"Secondary Level (Class 9-10)",""
"Female","195"
"Male","304"
"SLC and Equivalent",""
"Female","243"
"Male","418"
