"Population by Educational Attainment","Number"
"Beginners",""
"Female","238"
"Male","268"
"","506"
"Graduate and Equivalent",""
"Female","6"
"Male","50"
"","56"
"Intermediate and Equivalent",""
"Female","34"
"Male","164"
"","198"
"Level not Stated",""
"Female","6"
"Male","2"
"","8"
"Lower Secondary (Class 6-8)",""
"Female","370"
"Male","880"
"","1250"
"Non Formal Education",""
"Female","164"
"Male","142"
"","306"
"Others",""
"Female","1"
"Male","3"
"","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","9"
"","10"
"Primary Education (1-5 Class)",""
"Female","1673"
"Male","1986"
"","3659"
"Secondary Level (Class 9-10)",""
"Female","140"
"Male","414"
"","554"
"SLC and Equivalent",""
"Female","145"
"Male","359"
"","504"
