"Population by Educational Attainment","Number"
"Beginners",""
"Female","315"
"Male","401"
"","716"
"Graduate and Equivalent",""
"Female","120"
"Male","228"
"","348"
"Intermediate and Equivalent",""
"Female","512"
"Male","611"
"","1123"
"Level not Stated",""
"Female","68"
"Male","91"
"","159"
"Lower Secondary (Class 6-8)",""
"Female","1983"
"Male","2548"
"","4531"
"Non Formal Education",""
"Female","261"
"Male","340"
"","601"
"Others",""
"Female","10"
"Male","14"
"","24"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","61"
"","69"
"Primary Education (1-5 Class)",""
"Female","4501"
"Male","5454"
"","9955"
"Secondary Level (Class 9-10)",""
"Female","1027"
"Male","1303"
"","2330"
"SLC and Equivalent",""
"Female","955"
"Male","1185"
"","2140"
