"Population by Mother tongue","Number"
"Bajjika",""
"Female","2182"
"Male","2166"
"","4348"
"Bhojpuri",""
"Female","257"
"Male","267"
"","524"
"Bhujel",""
"Female","40"
"Male","32"
"","72"
"Bote",""
"Female","176"
"Male","182"
"","358"
"Chamling",""
"Female","12"
"Male","10"
"","22"
"Gurung",""
"Female","24"
"Male","25"
"","49"
"Hindi",""
"Female","12"
"Male","9"
"","21"
"Limbu",""
"Female","18"
"Male","10"
"","28"
"Magar",""
"Female","2095"
"Male","1817"
"","3912"
"Maithili",""
"Female","2058"
"Male","2100"
"","4158"
"Majhi",""
"Female","232"
"Male","221"
"","453"
"Nepali",""
"Female","8814"
"Male","8102"
"","16916"
"Newar",""
"Female","198"
"Male","173"
"","371"
"Not Reported",""
"Female","47"
"Male","51"
"","98"
"Others",""
"Female","29"
"Male","22"
"","51"
"Rai",""
"Female","38"
"Male","29"
"","67"
"Sanskrit",""
"Female","6"
"Male","10"
"","16"
"Tamang",""
"Female","4217"
"Male","4019"
"","8236"
"Thulung",""
"Female","12"
"Male","7"
"","19"
"Urdu",""
"Female","294"
"Male","301"
"","595"
"Wambule",""
"Female","45"
"Male","40"
"","85"
