"Population by Educational Attainment","Number"
"Beginners",""
"Female","250"
"Male","265"
"","515"
"Graduate and Equivalent",""
"Female","16"
"Male","46"
"","62"
"Intermediate and Equivalent",""
"Female","70"
"Male","153"
"","223"
"Level not Stated",""
"Female","27"
"Male","31"
"","58"
"Lower Secondary (Class 6-8)",""
"Female","1686"
"Male","2074"
"","3760"
"Non Formal Education",""
"Female","490"
"Male","362"
"","852"
"Others",""
"Female","12"
"Male","19"
"","31"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","11"
"","12"
"Primary Education (1-5 Class)",""
"Female","3946"
"Male","4666"
"","8612"
"Secondary Level (Class 9-10)",""
"Female","589"
"Male","807"
"","1396"
"SLC and Equivalent",""
"Female","269"
"Male","436"
"","705"
