"Population by Educational Attainment","Number"
"Beginners",""
"Female","139"
"Male","166"
"Graduate and Equivalent",""
"Female","40"
"Male","61"
"Intermediate and Equivalent",""
"Female","128"
"Male","149"
"Level not Stated",""
"Female","53"
"Male","117"
"Lower Secondary (Class 6-8)",""
"Female","764"
"Male","949"
"Non Formal Education",""
"Female","441"
"Male","566"
"Others",""
"Female","4"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","12"
"Primary Education (1-5 Class)",""
"Female","1710"
"Male","2101"
"Secondary Level (Class 9-10)",""
"Female","362"
"Male","429"
"SLC and Equivalent",""
"Female","184"
"Male","269"
