"Population by Caste/Ethinicity","Number"
"Bahing",""
"Female","5"
"Male","9"
"Bhote",""
"Female","5"
"Male","8"
"Brahman - Hill",""
"Female","20"
"Male","60"
"Chhetri",""
"Female","91"
"Male","150"
"Damai/Dholi",""
"Female","26"
"Male","30"
"Gharti/Bhujel",""
"Female","10"
"Male","15"
"Gurung",""
"Female","15"
"Male","20"
"Kami",""
"Female","151"
"Male","149"
"Kulung",""
"Female","38"
"Male","39"
"Limbu",""
"Female","6"
"Male","10"
"Magar",""
"Female","278"
"Male","277"
"Nachhiring",""
"Female","5"
"Male","6"
"Newar",""
"Female","47"
"Male","67"
"Others",""
"Female","25"
"Male","49"
"Rai",""
"Female","523"
"Male","546"
"Sanyasi/Dasnami",""
"Female","8"
"Male","8"
"Sarki",""
"Female","10"
"Male","5"
"Sherpa",""
"Female","2869"
"Male","2620"
"Sunuwar",""
"Female","5"
"Male","7"
"Tamang",""
"Female","354"
"Male","400"
"Tharu",""
"Female","5"
"Male","18"
