"Population by Educational Attainment","Number"
"Beginners",""
"Female","84"
"Male","90"
"Graduate and Equivalent",""
"Female","13"
"Male","51"
"Intermediate and Equivalent",""
"Female","101"
"Male","180"
"Level not Stated",""
"Female","1"
"Male","3"
"Lower Secondary (Class 6-8)",""
"Female","503"
"Male","686"
"Non Formal Education",""
"Female","98"
"Male","87"
"Others",""
"Female","2"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","25"
"Primary Education (1-5 Class)",""
"Female","1135"
"Male","1513"
"Secondary Level (Class 9-10)",""
"Female","216"
"Male","267"
"SLC and Equivalent",""
"Female","153"
"Male","270"
