"Population by disability type","Number"
"Blind/low vision",""
"Female","86"
"Male","74"
"","160"
"Deaf/hard of hearing",""
"Female","68"
"Male","93"
"","161"
"Deaf-Blind",""
"Female","16"
"Male","8"
"","24"
"Intellectual disable",""
"Female","6"
"Male","5"
"","11"
"Mental disable",""
"Female","19"
"Male","29"
"","48"
"Multiple disable",""
"Female","16"
"Male","27"
"","43"
"No disability",""
"Female","12677"
"Male","12661"
"","25338"
"Physical",""
"Female","147"
"Male","163"
"","310"
"Speech problem",""
"Female","47"
"Male","50"
"","97"
