"Population by Single Year of Age","Number"
"0",""
"Female","169"
"Male","187"
"1",""
"Female","124"
"Male","133"
"10",""
"Female","226"
"Male","232"
"11",""
"Female","174"
"Male","177"
"12",""
"Female","224"
"Male","226"
"13",""
"Female","204"
"Male","192"
"14",""
"Female","212"
"Male","191"
"15",""
"Female","182"
"Male","185"
"16",""
"Female","171"
"Male","164"
"17",""
"Female","153"
"Male","150"
"18",""
"Female","208"
"Male","168"
"19",""
"Female","138"
"Male","96"
"2",""
"Female","182"
"Male","208"
"20",""
"Female","138"
"Male","86"
"21",""
"Female","158"
"Male","75"
"22",""
"Female","174"
"Male","89"
"23",""
"Female","126"
"Male","57"
"24",""
"Female","142"
"Male","59"
"25",""
"Female","157"
"Male","68"
"26",""
"Female","115"
"Male","59"
"27",""
"Female","102"
"Male","51"
"28",""
"Female","152"
"Male","90"
"29",""
"Female","51"
"Male","43"
"3",""
"Female","180"
"Male","189"
"30",""
"Female","178"
"Male","91"
"31",""
"Female","59"
"Male","38"
"32",""
"Female","124"
"Male","88"
"33",""
"Female","74"
"Male","52"
"34",""
"Female","70"
"Male","59"
"35",""
"Female","191"
"Male","113"
"36",""
"Female","112"
"Male","78"
"37",""
"Female","62"
"Male","40"
"38",""
"Female","119"
"Male","76"
"39",""
"Female","49"
"Male","45"
"4",""
"Female","208"
"Male","210"
"40",""
"Female","183"
"Male","128"
"41",""
"Female","44"
"Male","56"
"42",""
"Female","86"
"Male","97"
"43",""
"Female","51"
"Male","49"
"44",""
"Female","51"
"Male","47"
"45",""
"Female","148"
"Male","114"
"46",""
"Female","57"
"Male","54"
"47",""
"Female","45"
"Male","43"
"48",""
"Female","84"
"Male","92"
"49",""
"Female","34"
"Male","36"
"5",""
"Female","200"
"Male","213"
"50",""
"Female","117"
"Male","116"
"51",""
"Female","39"
"Male","47"
"52",""
"Female","79"
"Male","99"
"53",""
"Female","43"
"Male","44"
"54",""
"Female","45"
"Male","46"
"55",""
"Female","121"
"Male","93"
"56",""
"Female","59"
"Male","47"
"57",""
"Female","35"
"Male","35"
"58",""
"Female","85"
"Male","96"
"59",""
"Female","31"
"Male","44"
"6",""
"Female","178"
"Male","204"
"60",""
"Female","122"
"Male","89"
"61",""
"Female","34"
"Male","52"
"62",""
"Female","60"
"Male","54"
"63",""
"Female","45"
"Male","39"
"64",""
"Female","40"
"Male","30"
"65",""
"Female","107"
"Male","93"
"66",""
"Female","35"
"Male","23"
"67",""
"Female","26"
"Male","35"
"68",""
"Female","39"
"Male","61"
"69",""
"Female","12"
"Male","32"
"7",""
"Female","178"
"Male","177"
"70",""
"Female","63"
"Male","55"
"71",""
"Female","19"
"Male","19"
"72",""
"Female","31"
"Male","34"
"73",""
"Female","20"
"Male","26"
"74",""
"Female","13"
"Male","17"
"75",""
"Female","48"
"Male","36"
"76",""
"Female","14"
"Male","11"
"77",""
"Female","11"
"Male","6"
"78",""
"Female","19"
"Male","15"
"79",""
"Female","5"
"Male","3"
"8",""
"Female","218"
"Male","211"
"80",""
"Female","29"
"Male","19"
"81",""
"Female","4"
"Male","7"
"82",""
"Female","4"
"Male","10"
"83",""
"Female","4"
"Male","8"
"84",""
"Female","4"
"Male","9"
"85",""
"Female","37"
"Male","26"
"9",""
"Female","178"
"Male","177"
