"Population by Educational Attainment","Number"
"Beginners",""
"Female","197"
"Male","230"
"","427"
"Graduate and Equivalent",""
"Female","15"
"Male","45"
"","60"
"Intermediate and Equivalent",""
"Female","133"
"Male","106"
"","239"
"Level not Stated",""
"Female","32"
"Male","34"
"","66"
"Lower Secondary (Class 6-8)",""
"Female","1027"
"Male","873"
"","1900"
"Non Formal Education",""
"Female","169"
"Male","257"
"","426"
"Others",""
"Female","1"
"Male","0"
"","1"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","8"
"","9"
"Primary Education (1-5 Class)",""
"Female","1872"
"Male","1917"
"","3789"
"Secondary Level (Class 9-10)",""
"Female","480"
"Male","367"
"","847"
"SLC and Equivalent",""
"Female","248"
"Male","261"
"","509"
