"Population by Educational Attainment","Number"
"Beginners",""
"Female","270"
"Male","260"
"","530"
"Graduate and Equivalent",""
"Female","0"
"Male","25"
"","25"
"Intermediate and Equivalent",""
"Female","26"
"Male","110"
"","136"
"Level not Stated",""
"Female","0"
"Male","1"
"","1"
"Lower Secondary (Class 6-8)",""
"Female","305"
"Male","605"
"","910"
"Non Formal Education",""
"Female","89"
"Male","92"
"","181"
"Others",""
"Female","0"
"Male","4"
"","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","2"
"","2"
"Primary Education (1-5 Class)",""
"Female","1213"
"Male","1404"
"","2617"
"Secondary Level (Class 9-10)",""
"Female","100"
"Male","324"
"","424"
"SLC and Equivalent",""
"Female","70"
"Male","227"
"","297"
