"Population by Single Year of Age","Number"
"0",""
"Female","149"
"Male","112"
"1",""
"Female","77"
"Male","85"
"10",""
"Female","284"
"Male","236"
"11",""
"Female","234"
"Male","220"
"12",""
"Female","280"
"Male","267"
"13",""
"Female","321"
"Male","308"
"14",""
"Female","266"
"Male","264"
"15",""
"Female","275"
"Male","238"
"16",""
"Female","293"
"Male","249"
"17",""
"Female","272"
"Male","197"
"18",""
"Female","261"
"Male","236"
"19",""
"Female","154"
"Male","120"
"2",""
"Female","105"
"Male","123"
"20",""
"Female","191"
"Male","123"
"21",""
"Female","137"
"Male","102"
"22",""
"Female","139"
"Male","102"
"23",""
"Female","113"
"Male","103"
"24",""
"Female","129"
"Male","83"
"25",""
"Female","178"
"Male","129"
"26",""
"Female","129"
"Male","79"
"27",""
"Female","104"
"Male","66"
"28",""
"Female","134"
"Male","90"
"29",""
"Female","60"
"Male","61"
"3",""
"Female","118"
"Male","128"
"30",""
"Female","164"
"Male","124"
"31",""
"Female","70"
"Male","60"
"32",""
"Female","125"
"Male","84"
"33",""
"Female","63"
"Male","46"
"34",""
"Female","70"
"Male","52"
"35",""
"Female","232"
"Male","156"
"36",""
"Female","120"
"Male","90"
"37",""
"Female","73"
"Male","59"
"38",""
"Female","82"
"Male","82"
"39",""
"Female","58"
"Male","29"
"4",""
"Female","135"
"Male","150"
"40",""
"Female","265"
"Male","152"
"41",""
"Female","76"
"Male","56"
"42",""
"Female","99"
"Male","104"
"43",""
"Female","65"
"Male","59"
"44",""
"Female","53"
"Male","57"
"45",""
"Female","224"
"Male","169"
"46",""
"Female","78"
"Male","65"
"47",""
"Female","59"
"Male","53"
"48",""
"Female","97"
"Male","98"
"49",""
"Female","76"
"Male","60"
"5",""
"Female","202"
"Male","172"
"50",""
"Female","232"
"Male","170"
"51",""
"Female","69"
"Male","72"
"52",""
"Female","104"
"Male","105"
"53",""
"Female","56"
"Male","74"
"54",""
"Female","51"
"Male","54"
"55",""
"Female","155"
"Male","126"
"56",""
"Female","72"
"Male","64"
"57",""
"Female","58"
"Male","57"
"58",""
"Female","67"
"Male","68"
"59",""
"Female","45"
"Male","52"
"6",""
"Female","161"
"Male","203"
"60",""
"Female","167"
"Male","128"
"61",""
"Female","59"
"Male","63"
"62",""
"Female","58"
"Male","58"
"63",""
"Female","53"
"Male","43"
"64",""
"Female","31"
"Male","21"
"65",""
"Female","86"
"Male","107"
"66",""
"Female","53"
"Male","54"
"67",""
"Female","44"
"Male","41"
"68",""
"Female","70"
"Male","56"
"69",""
"Female","29"
"Male","28"
"7",""
"Female","181"
"Male","175"
"70",""
"Female","113"
"Male","85"
"71",""
"Female","31"
"Male","25"
"72",""
"Female","60"
"Male","46"
"73",""
"Female","24"
"Male","23"
"74",""
"Female","16"
"Male","19"
"75",""
"Female","76"
"Male","35"
"76",""
"Female","20"
"Male","19"
"77",""
"Female","19"
"Male","13"
"78",""
"Female","31"
"Male","39"
"79",""
"Female","12"
"Male","16"
"8",""
"Female","205"
"Male","209"
"80",""
"Female","48"
"Male","25"
"81",""
"Female","19"
"Male","13"
"82",""
"Female","14"
"Male","6"
"83",""
"Female","11"
"Male","15"
"84",""
"Female","13"
"Male","11"
"85",""
"Female","60"
"Male","36"
"9",""
"Female","218"
"Male","216"
