"Population by Educational Attainment","Number"
"Beginners",""
"Female","267"
"Male","295"
"","562"
"Graduate and Equivalent",""
"Female","1"
"Male","30"
"","31"
"Intermediate and Equivalent",""
"Female","26"
"Male","157"
"","183"
"Level not Stated",""
"Female","0"
"Male","2"
"","2"
"Lower Secondary (Class 6-8)",""
"Female","203"
"Male","463"
"","666"
"Non Formal Education",""
"Female","21"
"Male","39"
"","60"
"Others",""
"Female","2"
"Male","2"
"","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"","6"
"Primary Education (1-5 Class)",""
"Female","795"
"Male","1064"
"","1859"
"Secondary Level (Class 9-10)",""
"Female","65"
"Male","289"
"","354"
"SLC and Equivalent",""
"Female","58"
"Male","271"
"","329"
