"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","4"
"Male","11"
"","15"
"Bangali",""
"Female","82"
"Male","84"
"","166"
"Bantaba",""
"Female","9"
"Male","7"
"","16"
"Baraee",""
"Female","10"
"Male","11"
"","21"
"Brahman - Hill",""
"Female","7780"
"Male","6521"
"","14301"
"Brahman - Tarai",""
"Female","11"
"Male","8"
"","19"
"Chhetri",""
"Female","3709"
"Male","3112"
"","6821"
"Dalit Others",""
"Female","72"
"Male","67"
"","139"
"Damai/Dholi",""
"Female","623"
"Male","491"
"","1114"
"Danuwar",""
"Female","19"
"Male","17"
"","36"
"Dhanuk",""
"Female","214"
"Male","207"
"","421"
"Dhobi",""
"Female","6"
"Male","10"
"","16"
"Gharti/Bhujel",""
"Female","379"
"Male","286"
"","665"
"Gurung",""
"Female","209"
"Male","182"
"","391"
"Hajam/Thakur",""
"Female","22"
"Male","35"
"","57"
"Halkhor",""
"Female","7"
"Male","6"
"","13"
"Halwai",""
"Female","79"
"Male","81"
"","160"
"Kalwar",""
"Female","24"
"Male","18"
"","42"
"Kami",""
"Female","710"
"Male","614"
"","1324"
"Kathabaniyan",""
"Female","31"
"Male","37"
"","68"
"Kayastha",""
"Female","11"
"Male","19"
"","30"
"Khawas",""
"Female","52"
"Male","31"
"","83"
"Koche",""
"Female","5"
"Male","7"
"","12"
"Kulung",""
"Female","7"
"Male","12"
"","19"
"Kumal",""
"Female","102"
"Male","113"
"","215"
"Limbu",""
"Female","621"
"Male","526"
"","1147"
"Magar",""
"Female","520"
"Male","457"
"","977"
"Majhi",""
"Female","236"
"Male","190"
"","426"
"Mallaha",""
"Female","25"
"Male","39"
"","64"
"Marwadi",""
"Female","52"
"Male","55"
"","107"
"Musahar",""
"Female","142"
"Male","135"
"","277"
"Musalman",""
"Female","171"
"Male","207"
"","378"
"Newar",""
"Female","856"
"Male","741"
"","1597"
"Nuniya",""
"Female","10"
"Male","7"
"","17"
"Others",""
"Female","68"
"Male","63"
"","131"
"Pattharkatta/ Kushwadiya",""
"Female","13"
"Male","18"
"","31"
"Rai",""
"Female","726"
"Male","604"
"","1330"
"Rajbansi",""
"Female","841"
"Male","729"
"","1570"
"Sanyasi/Dasnami",""
"Female","349"
"Male","259"
"","608"
"Sarki",""
"Female","282"
"Male","231"
"","513"
"Satar/ Santhal",""
"Female","1195"
"Male","1098"
"","2293"
"Sherpa",""
"Female","17"
"Male","14"
"","31"
"Sonar",""
"Female","19"
"Male","15"
"","34"
"Sudhi",""
"Female","37"
"Male","47"
"","84"
"Sunuwar",""
"Female","41"
"Male","28"
"","69"
"Tajpuriya",""
"Female","12"
"Male","10"
"","22"
"Tamang",""
"Female","534"
"Male","447"
"","981"
"Teli",""
"Female","77"
"Male","74"
"","151"
"Terai Others",""
"Female","90"
"Male","88"
"","178"
"Thakuri",""
"Female","13"
"Male","9"
"","22"
"Tharu",""
"Female","381"
"Male","357"
"","738"
"Undefined Others",""
"Female","52"
"Male","55"
"","107"
"Yadav",""
"Female","31"
"Male","28"
"","59"
"Yakkha",""
"Female","17"
"Male","18"
"","35"
