"Population by Educational Attainment","Number"
"Beginners",""
"Female","386"
"Male","368"
"","754"
"Graduate and Equivalent",""
"Female","192"
"Male","426"
"","618"
"Intermediate and Equivalent",""
"Female","766"
"Male","855"
"","1621"
"Level not Stated",""
"Female","4"
"Male","7"
"","11"
"Lower Secondary (Class 6-8)",""
"Female","3203"
"Male","3020"
"","6223"
"Non Formal Education",""
"Female","542"
"Male","727"
"","1269"
"Others",""
"Female","1"
"Male","0"
"","1"
"Post Graduate Equivalent and Above",""
"Female","31"
"Male","136"
"","167"
"Primary Education (1-5 Class)",""
"Female","4296"
"Male","4377"
"","8673"
"Secondary Level (Class 9-10)",""
"Female","2596"
"Male","2189"
"","4785"
"SLC and Equivalent",""
"Female","2057"
"Male","1805"
"","3862"
