"Population by Educational Attainment","Number"
"Beginners",""
"Female","251"
"Male","282"
"Graduate and Equivalent",""
"Female","69"
"Male","185"
"Intermediate and Equivalent",""
"Female","385"
"Male","529"
"Level not Stated",""
"Female","19"
"Male","19"
"Lower Secondary (Class 6-8)",""
"Female","2000"
"Male","1594"
"Non Formal Education",""
"Female","614"
"Male","505"
"Others",""
"Female","5"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","77"
"Primary Education (1-5 Class)",""
"Female","2801"
"Male","2528"
"Secondary Level (Class 9-10)",""
"Female","1303"
"Male","1028"
"SLC and Equivalent",""
"Female","1416"
"Male","1454"
