"Population by Single Year of Age","Number"
"0",""
"Female","201"
"Male","211"
"1",""
"Female","199"
"Male","224"
"10",""
"Female","321"
"Male","327"
"11",""
"Female","275"
"Male","283"
"12",""
"Female","341"
"Male","344"
"13",""
"Female","369"
"Male","324"
"14",""
"Female","326"
"Male","325"
"15",""
"Female","329"
"Male","309"
"16",""
"Female","355"
"Male","299"
"17",""
"Female","361"
"Male","313"
"18",""
"Female","341"
"Male","293"
"19",""
"Female","282"
"Male","215"
"2",""
"Female","205"
"Male","230"
"20",""
"Female","256"
"Male","138"
"21",""
"Female","289"
"Male","140"
"22",""
"Female","320"
"Male","154"
"23",""
"Female","224"
"Male","104"
"24",""
"Female","218"
"Male","110"
"25",""
"Female","290"
"Male","102"
"26",""
"Female","198"
"Male","101"
"27",""
"Female","180"
"Male","89"
"28",""
"Female","220"
"Male","97"
"29",""
"Female","111"
"Male","63"
"3",""
"Female","199"
"Male","229"
"30",""
"Female","298"
"Male","107"
"31",""
"Female","99"
"Male","70"
"32",""
"Female","202"
"Male","88"
"33",""
"Female","122"
"Male","57"
"34",""
"Female","125"
"Male","55"
"35",""
"Female","278"
"Male","153"
"36",""
"Female","156"
"Male","80"
"37",""
"Female","133"
"Male","57"
"38",""
"Female","143"
"Male","83"
"39",""
"Female","95"
"Male","61"
"4",""
"Female","244"
"Male","228"
"40",""
"Female","323"
"Male","159"
"41",""
"Female","110"
"Male","72"
"42",""
"Female","142"
"Male","94"
"43",""
"Female","99"
"Male","62"
"44",""
"Female","93"
"Male","68"
"45",""
"Female","279"
"Male","141"
"46",""
"Female","114"
"Male","91"
"47",""
"Female","99"
"Male","75"
"48",""
"Female","127"
"Male","77"
"49",""
"Female","98"
"Male","49"
"5",""
"Female","266"
"Male","228"
"50",""
"Female","271"
"Male","158"
"51",""
"Female","95"
"Male","67"
"52",""
"Female","129"
"Male","117"
"53",""
"Female","96"
"Male","88"
"54",""
"Female","80"
"Male","72"
"55",""
"Female","167"
"Male","133"
"56",""
"Female","131"
"Male","94"
"57",""
"Female","95"
"Male","89"
"58",""
"Female","107"
"Male","96"
"59",""
"Female","60"
"Male","73"
"6",""
"Female","225"
"Male","230"
"60",""
"Female","217"
"Male","143"
"61",""
"Female","85"
"Male","70"
"62",""
"Female","96"
"Male","87"
"63",""
"Female","84"
"Male","73"
"64",""
"Female","59"
"Male","61"
"65",""
"Female","171"
"Male","133"
"66",""
"Female","71"
"Male","44"
"67",""
"Female","76"
"Male","81"
"68",""
"Female","104"
"Male","86"
"69",""
"Female","33"
"Male","35"
"7",""
"Female","268"
"Male","288"
"70",""
"Female","137"
"Male","119"
"71",""
"Female","34"
"Male","36"
"72",""
"Female","52"
"Male","63"
"73",""
"Female","46"
"Male","49"
"74",""
"Female","34"
"Male","40"
"75",""
"Female","76"
"Male","57"
"76",""
"Female","25"
"Male","34"
"77",""
"Female","35"
"Male","19"
"78",""
"Female","32"
"Male","47"
"79",""
"Female","17"
"Male","28"
"8",""
"Female","275"
"Male","262"
"80",""
"Female","42"
"Male","24"
"81",""
"Female","25"
"Male","26"
"82",""
"Female","22"
"Male","28"
"83",""
"Female","17"
"Male","16"
"84",""
"Female","28"
"Male","22"
"85",""
"Female","85"
"Male","70"
"9",""
"Female","270"
"Male","265"
