"Population by Educational Attainment","Number"
"Beginners",""
"Female","241"
"Male","297"
"Graduate and Equivalent",""
"Female","43"
"Male","73"
"Intermediate and Equivalent",""
"Female","157"
"Male","232"
"Level not Stated",""
"Female","17"
"Male","19"
"Lower Secondary (Class 6-8)",""
"Female","2143"
"Male","1905"
"Non Formal Education",""
"Female","667"
"Male","426"
"Others",""
"Female","12"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","25"
"Primary Education (1-5 Class)",""
"Female","3979"
"Male","3841"
"Secondary Level (Class 9-10)",""
"Female","837"
"Male","861"
"SLC and Equivalent",""
"Female","549"
"Male","639"
