"Population by Educational Attainment","Number"
"Beginners",""
"Female","317"
"Male","366"
"","683"
"Graduate and Equivalent",""
"Female","3"
"Male","89"
"","92"
"Intermediate and Equivalent",""
"Female","57"
"Male","258"
"","315"
"Level not Stated",""
"Female","38"
"Male","42"
"","80"
"Lower Secondary (Class 6-8)",""
"Female","686"
"Male","1791"
"","2477"
"Non Formal Education",""
"Female","9"
"Male","29"
"","38"
"Others",""
"Female","6"
"Male","13"
"","19"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","13"
"","13"
"Primary Education (1-5 Class)",""
"Female","2999"
"Male","4530"
"","7529"
"Secondary Level (Class 9-10)",""
"Female","164"
"Male","847"
"","1011"
"SLC and Equivalent",""
"Female","64"
"Male","260"
"","324"
