"Population by Educational Attainment","Number"
"Beginners",""
"Female","5505"
"Male","6544"
"","12049"
"Graduate and Equivalent",""
"Female","2676"
"Male","5048"
"","7724"
"Intermediate and Equivalent",""
"Female","6935"
"Male","9285"
"","16220"
"Level not Stated",""
"Female","568"
"Male","539"
"","1107"
"Lower Secondary (Class 6-8)",""
"Female","25998"
"Male","31473"
"","57471"
"Non Formal Education",""
"Female","5758"
"Male","3834"
"","9592"
"Others",""
"Female","425"
"Male","385"
"","810"
"Post Graduate Equivalent and Above",""
"Female","611"
"Male","1692"
"","2303"
"Primary Education (1-5 Class)",""
"Female","51849"
"Male","62422"
"","114271"
"Secondary Level (Class 9-10)",""
"Female","13067"
"Male","17529"
"","30596"
"SLC and Equivalent",""
"Female","11744"
"Male","13698"
"","25442"
