"Population by Single Year of Age","Number"
"0",""
"Female","176"
"Male","180"
"1",""
"Female","191"
"Male","188"
"10",""
"Female","299"
"Male","313"
"11",""
"Female","272"
"Male","285"
"12",""
"Female","313"
"Male","331"
"13",""
"Female","299"
"Male","296"
"14",""
"Female","308"
"Male","316"
"15",""
"Female","299"
"Male","286"
"16",""
"Female","273"
"Male","274"
"17",""
"Female","284"
"Male","222"
"18",""
"Female","304"
"Male","260"
"19",""
"Female","189"
"Male","140"
"2",""
"Female","188"
"Male","159"
"20",""
"Female","197"
"Male","150"
"21",""
"Female","216"
"Male","118"
"22",""
"Female","229"
"Male","111"
"23",""
"Female","165"
"Male","113"
"24",""
"Female","170"
"Male","83"
"25",""
"Female","195"
"Male","106"
"26",""
"Female","134"
"Male","77"
"27",""
"Female","135"
"Male","84"
"28",""
"Female","193"
"Male","115"
"29",""
"Female","101"
"Male","54"
"3",""
"Female","240"
"Male","211"
"30",""
"Female","222"
"Male","122"
"31",""
"Female","76"
"Male","60"
"32",""
"Female","154"
"Male","98"
"33",""
"Female","122"
"Male","79"
"34",""
"Female","110"
"Male","81"
"35",""
"Female","209"
"Male","128"
"36",""
"Female","118"
"Male","65"
"37",""
"Female","88"
"Male","68"
"38",""
"Female","138"
"Male","100"
"39",""
"Female","93"
"Male","68"
"4",""
"Female","214"
"Male","213"
"40",""
"Female","233"
"Male","157"
"41",""
"Female","91"
"Male","74"
"42",""
"Female","143"
"Male","96"
"43",""
"Female","111"
"Male","101"
"44",""
"Female","96"
"Male","86"
"45",""
"Female","159"
"Male","129"
"46",""
"Female","119"
"Male","85"
"47",""
"Female","110"
"Male","91"
"48",""
"Female","123"
"Male","108"
"49",""
"Female","85"
"Male","84"
"5",""
"Female","275"
"Male","243"
"50",""
"Female","186"
"Male","138"
"51",""
"Female","95"
"Male","79"
"52",""
"Female","121"
"Male","105"
"53",""
"Female","57"
"Male","79"
"54",""
"Female","58"
"Male","69"
"55",""
"Female","92"
"Male","106"
"56",""
"Female","76"
"Male","65"
"57",""
"Female","78"
"Male","61"
"58",""
"Female","81"
"Male","80"
"59",""
"Female","59"
"Male","55"
"6",""
"Female","233"
"Male","194"
"60",""
"Female","144"
"Male","106"
"61",""
"Female","65"
"Male","66"
"62",""
"Female","72"
"Male","75"
"63",""
"Female","46"
"Male","53"
"64",""
"Female","54"
"Male","51"
"65",""
"Female","90"
"Male","71"
"66",""
"Female","38"
"Male","36"
"67",""
"Female","68"
"Male","70"
"68",""
"Female","63"
"Male","57"
"69",""
"Female","21"
"Male","33"
"7",""
"Female","262"
"Male","226"
"70",""
"Female","77"
"Male","71"
"71",""
"Female","25"
"Male","24"
"72",""
"Female","50"
"Male","46"
"73",""
"Female","40"
"Male","31"
"74",""
"Female","16"
"Male","23"
"75",""
"Female","53"
"Male","33"
"76",""
"Female","18"
"Male","23"
"77",""
"Female","28"
"Male","16"
"78",""
"Female","31"
"Male","20"
"79",""
"Female","12"
"Male","17"
"8",""
"Female","258"
"Male","258"
"80",""
"Female","32"
"Male","25"
"81",""
"Female","12"
"Male","11"
"82",""
"Female","5"
"Male","17"
"83",""
"Female","11"
"Male","12"
"84",""
"Female","3"
"Male","11"
"85",""
"Female","50"
"Male","43"
"9",""
"Female","239"
"Male","251"
