"Population by Single Year of Age","Number"
"0",""
"Female","402"
"Male","483"
"1",""
"Female","336"
"Male","381"
"10",""
"Female","931"
"Male","1014"
"11",""
"Female","378"
"Male","447"
"12",""
"Female","778"
"Male","859"
"13",""
"Female","458"
"Male","450"
"14",""
"Female","551"
"Male","601"
"15",""
"Female","499"
"Male","609"
"16",""
"Female","542"
"Male","627"
"17",""
"Female","344"
"Male","380"
"18",""
"Female","507"
"Male","661"
"19",""
"Female","259"
"Male","323"
"2",""
"Female","583"
"Male","604"
"20",""
"Female","534"
"Male","588"
"21",""
"Female","199"
"Male","178"
"22",""
"Female","432"
"Male","437"
"23",""
"Female","244"
"Male","218"
"24",""
"Female","288"
"Male","241"
"25",""
"Female","671"
"Male","613"
"26",""
"Female","281"
"Male","246"
"27",""
"Female","232"
"Male","186"
"28",""
"Female","487"
"Male","360"
"29",""
"Female","110"
"Male","119"
"3",""
"Female","581"
"Male","665"
"30",""
"Female","848"
"Male","668"
"31",""
"Female","77"
"Male","94"
"32",""
"Female","406"
"Male","337"
"33",""
"Female","189"
"Male","131"
"34",""
"Female","221"
"Male","144"
"35",""
"Female","733"
"Male","825"
"36",""
"Female","198"
"Male","273"
"37",""
"Female","127"
"Male","118"
"38",""
"Female","343"
"Male","250"
"39",""
"Female","70"
"Male","91"
"4",""
"Female","604"
"Male","690"
"40",""
"Female","726"
"Male","769"
"41",""
"Female","65"
"Male","75"
"42",""
"Female","193"
"Male","248"
"43",""
"Female","103"
"Male","87"
"44",""
"Female","84"
"Male","93"
"45",""
"Female","525"
"Male","657"
"46",""
"Female","100"
"Male","99"
"47",""
"Female","68"
"Male","63"
"48",""
"Female","234"
"Male","179"
"49",""
"Female","58"
"Male","73"
"5",""
"Female","672"
"Male","734"
"50",""
"Female","448"
"Male","515"
"51",""
"Female","29"
"Male","64"
"52",""
"Female","93"
"Male","146"
"53",""
"Female","47"
"Male","53"
"54",""
"Female","50"
"Male","55"
"55",""
"Female","364"
"Male","411"
"56",""
"Female","63"
"Male","69"
"57",""
"Female","34"
"Male","45"
"58",""
"Female","120"
"Male","90"
"59",""
"Female","43"
"Male","45"
"6",""
"Female","723"
"Male","778"
"60",""
"Female","411"
"Male","455"
"61",""
"Female","23"
"Male","36"
"62",""
"Female","64"
"Male","71"
"63",""
"Female","29"
"Male","35"
"64",""
"Female","30"
"Male","26"
"65",""
"Female","341"
"Male","295"
"66",""
"Female","30"
"Male","24"
"67",""
"Female","18"
"Male","26"
"68",""
"Female","52"
"Male","70"
"69",""
"Female","16"
"Male","18"
"7",""
"Female","628"
"Male","594"
"70",""
"Female","205"
"Male","259"
"71",""
"Female","9"
"Male","19"
"72",""
"Female","26"
"Male","40"
"73",""
"Female","8"
"Male","10"
"74",""
"Female","7"
"Male","10"
"75",""
"Female","117"
"Male","94"
"76",""
"Female","6"
"Male","5"
"77",""
"Female","5"
"Male","6"
"78",""
"Female","13"
"Male","10"
"79",""
"Female","1"
"Male","3"
"8",""
"Female","828"
"Male","952"
"80",""
"Female","34"
"Male","43"
"81",""
"Female","1"
"Male","1"
"82",""
"Female","3"
"Male","6"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","3"
"Male","1"
"85",""
"Female","51"
"Male","36"
"9",""
"Female","460"
"Male","448"
