"Population by Educational Attainment","Number"
"Beginners",""
"Female","193"
"Male","173"
"","366"
"Graduate and Equivalent",""
"Female","14"
"Male","143"
"","157"
"Intermediate and Equivalent",""
"Female","81"
"Male","353"
"","434"
"Level not Stated",""
"Female","12"
"Male","37"
"","49"
"Lower Secondary (Class 6-8)",""
"Female","739"
"Male","2016"
"","2755"
"Non Formal Education",""
"Female","41"
"Male","50"
"","91"
"Others",""
"Female","2"
"Male","4"
"","6"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","28"
"","30"
"Primary Education (1-5 Class)",""
"Female","3129"
"Male","4627"
"","7756"
"Secondary Level (Class 9-10)",""
"Female","253"
"Male","1155"
"","1408"
"SLC and Equivalent",""
"Female","106"
"Male","410"
"","516"
