"Population by disability type","Number"
"Blind/low vision",""
"Female","37"
"Male","56"
"","93"
"Deaf/hard of hearing",""
"Female","13"
"Male","18"
"","31"
"Deaf-Blind",""
"Female","3"
"Male","3"
"","6"
"Intellectual disable",""
"Female","0"
"Male","2"
"","2"
"Mental disable",""
"Female","6"
"Male","17"
"","23"
"Multiple disable",""
"Female","12"
"Male","13"
"","25"
"No disability",""
"Female","15873"
"Male","16624"
"","32497"
"Physical",""
"Female","68"
"Male","89"
"","157"
"Speech problem",""
"Female","14"
"Male","37"
"","51"
