"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","18"
"Male","15"
"","33"
"Baraee",""
"Female","45"
"Male","49"
"","94"
"Bin",""
"Female","935"
"Male","1024"
"","1959"
"Brahman - Hill",""
"Female","183"
"Male","203"
"","386"
"Brahman - Tarai",""
"Female","138"
"Male","145"
"","283"
"Chamar/ Harijan/ Ram",""
"Female","1005"
"Male","1044"
"","2049"
"Chhetri",""
"Female","1550"
"Male","1610"
"","3160"
"Dhanuk",""
"Female","121"
"Male","143"
"","264"
"Dhobi",""
"Female","366"
"Male","393"
"","759"
"Dhunia",""
"Female","9"
"Male","6"
"","15"
"Dom",""
"Female","17"
"Male","17"
"","34"
"Dusadh/ Pasawan/ Pasi",""
"Female","487"
"Male","518"
"","1005"
"Foreigner",""
"Female","19"
"Male","17"
"","36"
"Gaderi/Bhedihar",""
"Female","42"
"Male","48"
"","90"
"Hajam/Thakur",""
"Female","463"
"Male","483"
"","946"
"Halwai",""
"Female","12"
"Male","9"
"","21"
"Kahar",""
"Female","49"
"Male","59"
"","108"
"Kalwar",""
"Female","222"
"Male","238"
"","460"
"Kamar",""
"Female","22"
"Male","22"
"","44"
"Kami",""
"Female","23"
"Male","34"
"","57"
"Kanu",""
"Female","1322"
"Male","1394"
"","2716"
"Kathabaniyan",""
"Female","265"
"Male","303"
"","568"
"Kayastha",""
"Female","23"
"Male","24"
"","47"
"Kewat",""
"Female","160"
"Male","168"
"","328"
"Koiri/Kushwaha",""
"Female","357"
"Male","360"
"","717"
"Kumal",""
"Female","81"
"Male","79"
"","160"
"Kumhar",""
"Female","49"
"Male","72"
"","121"
"Kurmi",""
"Female","1565"
"Male","1658"
"","3223"
"Lohar",""
"Female","294"
"Male","301"
"","595"
"Magar",""
"Female","22"
"Male","27"
"","49"
"Mali",""
"Female","35"
"Male","48"
"","83"
"Mallaha",""
"Female","1003"
"Male","1022"
"","2025"
"Musahar",""
"Female","19"
"Male","11"
"","30"
"Musalman",""
"Female","2141"
"Male","2220"
"","4361"
"Natuwa",""
"Female","6"
"Male","6"
"","12"
"Newar",""
"Female","8"
"Male","7"
"","15"
"Nuniya",""
"Female","261"
"Male","315"
"","576"
"Others",""
"Female","23"
"Male","5"
"","28"
"Rai",""
"Female","19"
"Male","14"
"","33"
"Rajput",""
"Female","99"
"Male","99"
"","198"
"Sanyasi/Dasnami",""
"Female","204"
"Male","251"
"","455"
"Sarki",""
"Female","22"
"Male","18"
"","40"
"Satar/ Santhal",""
"Female","35"
"Male","38"
"","73"
"Sonar",""
"Female","173"
"Male","166"
"","339"
"Tatma/Tatwa",""
"Female","387"
"Male","422"
"","809"
"Teli",""
"Female","676"
"Male","711"
"","1387"
"Terai Others",""
"Female","96"
"Male","114"
"","210"
"Tharu",""
"Female","15"
"Male","10"
"","25"
"Yadav",""
"Female","940"
"Male","919"
"","1859"
