"Population by disability type","Number"
"Blind/low vision",""
"Female","45"
"Male","42"
"","87"
"Deaf/hard of hearing",""
"Female","71"
"Male","95"
"","166"
"Deaf-Blind",""
"Female","5"
"Male","7"
"","12"
"Intellectual disable",""
"Female","8"
"Male","10"
"","18"
"Mental disable",""
"Female","26"
"Male","26"
"","52"
"Multiple disable",""
"Female","37"
"Male","35"
"","72"
"No disability",""
"Female","10602"
"Male","9075"
"","19677"
"Physical",""
"Female","82"
"Male","125"
"","207"
"Speech problem",""
"Female","46"
"Male","67"
"","113"
