"Population by Educational Attainment","Number"
"Beginners",""
"Female","230"
"Male","250"
"","480"
"Graduate and Equivalent",""
"Female","15"
"Male","56"
"","71"
"Intermediate and Equivalent",""
"Female","152"
"Male","168"
"","320"
"Level not Stated",""
"Female","12"
"Male","9"
"","21"
"Lower Secondary (Class 6-8)",""
"Female","1301"
"Male","1395"
"","2696"
"Non Formal Education",""
"Female","367"
"Male","241"
"","608"
"Others",""
"Female","2"
"Male","2"
"","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","13"
"","13"
"Primary Education (1-5 Class)",""
"Female","2601"
"Male","3028"
"","5629"
"Secondary Level (Class 9-10)",""
"Female","595"
"Male","673"
"","1268"
"SLC and Equivalent",""
"Female","541"
"Male","525"
"","1066"
