"Population by Educational Attainment","Number"
"Beginners",""
"Female","333"
"Male","305"
"","638"
"Graduate and Equivalent",""
"Female","8"
"Male","52"
"","60"
"Intermediate and Equivalent",""
"Female","105"
"Male","170"
"","275"
"Level not Stated",""
"Female","10"
"Male","8"
"","18"
"Lower Secondary (Class 6-8)",""
"Female","1527"
"Male","1537"
"","3064"
"Non Formal Education",""
"Female","758"
"Male","454"
"","1212"
"Others",""
"Female","4"
"Male","2"
"","6"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","7"
"","7"
"Primary Education (1-5 Class)",""
"Female","3859"
"Male","3916"
"","7775"
"Secondary Level (Class 9-10)",""
"Female","441"
"Male","538"
"","979"
"SLC and Equivalent",""
"Female","249"
"Male","430"
"","679"
