"Population by Educational Attainment","Number"
"Beginners",""
"Female","3507"
"Male","3761"
"","7268"
"Graduate and Equivalent",""
"Female","207"
"Male","1136"
"","1343"
"Intermediate and Equivalent",""
"Female","1293"
"Male","3224"
"","4517"
"Level not Stated",""
"Female","149"
"Male","182"
"","331"
"Lower Secondary (Class 6-8)",""
"Female","5523"
"Male","11674"
"","17197"
"Non Formal Education",""
"Female","1910"
"Male","1378"
"","3288"
"Others",""
"Female","26"
"Male","44"
"","70"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","240"
"","248"
"Primary Education (1-5 Class)",""
"Female","22032"
"Male","28320"
"","50352"
"Secondary Level (Class 9-10)",""
"Female","2374"
"Male","5773"
"","8147"
"SLC and Equivalent",""
"Female","1425"
"Male","4077"
"","5502"
