"Population by Mother tongue","Number"
"Bahing",""
"Female","48"
"Male","26"
"Bangla",""
"Female","8"
"Male","14"
"Bantawa",""
"Female","414"
"Male","439"
"Bhojpuri",""
"Female","116"
"Male","107"
"Bhujel",""
"Female","23"
"Male","21"
"Bote",""
"Female","52"
"Male","41"
"Chamling",""
"Female","2022"
"Male","1778"
"Danuwar",""
"Female","421"
"Male","372"
"Dumi",""
"Female","13"
"Male","12"
"Gurung",""
"Female","15"
"Male","15"
"Hindi",""
"Female","24"
"Male","30"
"Khaling",""
"Female","19"
"Male","17"
"Kulung",""
"Female","5"
"Male","8"
"Limbu",""
"Female","24"
"Male","33"
"Magar",""
"Female","3185"
"Male","2841"
"Maithili",""
"Female","3715"
"Male","3818"
"Majhi",""
"Female","103"
"Male","99"
"Nepali",""
"Female","26227"
"Male","22651"
"Newar",""
"Female","415"
"Male","360"
"Not Reported",""
"Female","68"
"Male","61"
"Others",""
"Female","156"
"Male","125"
"Puma",""
"Female","17"
"Male","16"
"Rai",""
"Female","1273"
"Male","1164"
"Rajsthani",""
"Female","12"
"Male","14"
"Sampang",""
"Female","47"
"Male","34"
"Sanskrit",""
"Female","14"
"Male","7"
"Sherpa",""
"Female","37"
"Male","33"
"Sunuwar",""
"Female","13"
"Male","13"
"Tamang",""
"Female","890"
"Male","757"
"Tharu",""
"Female","6621"
"Male","5988"
"Thulung",""
"Female","39"
"Male","41"
"Tilung",""
"Female","12"
"Male","9"
"Urdu",""
"Female","244"
"Male","238"
"Wambule",""
"Female","44"
"Male","39"
