"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","4"
"Male","9"
"Badhaee",""
"Female","9"
"Male","8"
"Badi",""
"Female","38"
"Male","40"
"Bahing",""
"Female","16"
"Male","7"
"Bangali",""
"Female","7"
"Male","17"
"Bantar/Sardar",""
"Female","15"
"Male","17"
"Baraee",""
"Female","42"
"Male","51"
"Bhote",""
"Female","21"
"Male","19"
"Bote",""
"Female","104"
"Male","90"
"Brahman - Hill",""
"Female","3596"
"Male","3192"
"Brahman - Tarai",""
"Female","45"
"Male","44"
"Chamar/ Harijan/ Ram",""
"Female","49"
"Male","46"
"Chamling",""
"Female","183"
"Male","148"
"Chhetri",""
"Female","11435"
"Male","9785"
"Damai/Dholi",""
"Female","1144"
"Male","1036"
"Danuwar",""
"Female","2225"
"Male","1790"
"Dhanuk",""
"Female","23"
"Male","36"
"Dhimal",""
"Female","236"
"Male","185"
"Dhobi",""
"Female","21"
"Male","17"
"Dom",""
"Female","59"
"Male","60"
"Dusadh/ Pasawan/ Pasi",""
"Female","15"
"Male","7"
"Gaderi/Bhedihar",""
"Female","10"
"Male","8"
"Gharti/Bhujel",""
"Female","303"
"Male","249"
"Gurung",""
"Female","44"
"Male","43"
"Hajam/Thakur",""
"Female","207"
"Male","219"
"Halwai",""
"Female","259"
"Male","245"
"Kalar",""
"Female","55"
"Male","34"
"Kalwar",""
"Female","135"
"Male","118"
"Kami",""
"Female","1932"
"Male","1714"
"Kathabaniyan",""
"Female","317"
"Male","313"
"Kayastha",""
"Female","57"
"Male","72"
"Koiri/Kushwaha",""
"Female","19"
"Male","34"
"Kumal",""
"Female","10"
"Male","13"
"Kumhar",""
"Female","9"
"Male","6"
"Kurmi",""
"Female","13"
"Male","14"
"Limbu",""
"Female","73"
"Male","76"
"Magar",""
"Female","4177"
"Male","3734"
"Majhi",""
"Female","220"
"Male","192"
"Mallaha",""
"Female","60"
"Male","73"
"Marwadi",""
"Female","15"
"Male","18"
"Musahar",""
"Female","1108"
"Male","1190"
"Musalman",""
"Female","713"
"Male","626"
"Newar",""
"Female","1323"
"Male","1191"
"Others",""
"Female","61"
"Male","61"
"Rai",""
"Female","5757"
"Male","5127"
"Rajbansi",""
"Female","6"
"Male","5"
"Rajdhob",""
"Female","9"
"Male","8"
"Rajput",""
"Female","18"
"Male","16"
"Samgpang",""
"Female","8"
"Male","4"
"Sanyasi/Dasnami",""
"Female","151"
"Male","122"
"Sarki",""
"Female","874"
"Male","825"
"Sherpa",""
"Female","58"
"Male","48"
"Sonar",""
"Female","105"
"Male","103"
"Sudhi",""
"Female","116"
"Male","127"
"Sunuwar",""
"Female","27"
"Male","29"
"Tamang",""
"Female","1380"
"Male","1173"
"Teli",""
"Female","301"
"Male","301"
"Terai Others",""
"Female","36"
"Male","35"
"Thakuri",""
"Female","79"
"Male","65"
"Tharu",""
"Female","6843"
"Male","6219"
"Thulung",""
"Female","8"
"Male","3"
"Undefined Others",""
"Female","39"
"Male","24"
"Yadav",""
"Female","114"
"Male","140"
