"Population by Educational Attainment","Number"
"Beginners",""
"Female","604"
"Male","714"
"","1318"
"Graduate and Equivalent",""
"Female","116"
"Male","238"
"","354"
"Intermediate and Equivalent",""
"Female","459"
"Male","641"
"","1100"
"Level not Stated",""
"Female","16"
"Male","37"
"","53"
"Lower Secondary (Class 6-8)",""
"Female","2440"
"Male","3282"
"","5722"
"Non Formal Education",""
"Female","382"
"Male","330"
"","712"
"Others",""
"Female","0"
"Male","1"
"","1"
"Post Graduate Equivalent and Above",""
"Female","24"
"Male","69"
"","93"
"Primary Education (1-5 Class)",""
"Female","4859"
"Male","5643"
"","10502"
"Secondary Level (Class 9-10)",""
"Female","1373"
"Male","1851"
"","3224"
"SLC and Equivalent",""
"Female","708"
"Male","867"
"","1575"
