"Population by Educational Attainment","Number"
"Beginners",""
"Female","381"
"Male","454"
"Graduate and Equivalent",""
"Female","73"
"Male","356"
"Intermediate and Equivalent",""
"Female","264"
"Male","855"
"Level not Stated",""
"Female","56"
"Male","85"
"Lower Secondary (Class 6-8)",""
"Female","1596"
"Male","2981"
"Non Formal Education",""
"Female","23"
"Male","65"
"Others",""
"Female","19"
"Male","22"
"Post Graduate Equivalent and Above",""
"Female","17"
"Male","66"
"Primary Education (1-5 Class)",""
"Female","4940"
"Male","6694"
"Secondary Level (Class 9-10)",""
"Female","553"
"Male","1709"
"SLC and Equivalent",""
"Female","448"
"Male","1250"
