"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","49"
"Male","55"
"Bangali",""
"Female","18"
"Male","17"
"Baraee",""
"Female","1500"
"Male","1548"
"Bin",""
"Female","114"
"Male","118"
"Brahman - Hill",""
"Female","163"
"Male","160"
"Brahman - Tarai",""
"Female","149"
"Male","174"
"Chamar/ Harijan/ Ram",""
"Female","1223"
"Male","1285"
"Chhetri",""
"Female","98"
"Male","117"
"Damai/Dholi",""
"Female","8"
"Male","8"
"Dhanuk",""
"Female","70"
"Male","66"
"Dhobi",""
"Female","373"
"Male","391"
"Dom",""
"Female","47"
"Male","44"
"Dusadh/ Pasawan/ Pasi",""
"Female","472"
"Male","535"
"Hajam/Thakur",""
"Female","443"
"Male","449"
"Halwai",""
"Female","52"
"Male","56"
"Kahar",""
"Female","18"
"Male","20"
"Kalwar",""
"Female","1957"
"Male","2124"
"Kami",""
"Female","9"
"Male","8"
"Kanu",""
"Female","1854"
"Male","1904"
"Kathabaniyan",""
"Female","71"
"Male","84"
"Kayastha",""
"Female","12"
"Male","14"
"Kewat",""
"Female","195"
"Male","211"
"Koiri/Kushwaha",""
"Female","2445"
"Male","2624"
"Kumal",""
"Female","155"
"Male","157"
"Kumhar",""
"Female","273"
"Male","291"
"Kurmi",""
"Female","829"
"Male","846"
"Lohar",""
"Female","228"
"Male","223"
"Magar",""
"Female","13"
"Male","13"
"Majhi",""
"Female","14"
"Male","9"
"Mali",""
"Female","55"
"Male","58"
"Mallaha",""
"Female","843"
"Male","876"
"Musahar",""
"Female","554"
"Male","589"
"Musalman",""
"Female","2141"
"Male","2107"
"Natuwa",""
"Female","29"
"Male","35"
"Nuniya",""
"Female","574"
"Male","613"
"Others",""
"Female","35"
"Male","6"
"Rai",""
"Female","36"
"Male","24"
"Rajput",""
"Female","82"
"Male","97"
"Sanyasi/Dasnami",""
"Female","278"
"Male","291"
"Sonar",""
"Female","424"
"Male","405"
"Sudhi",""
"Female","21"
"Male","12"
"Tamang",""
"Female","13"
"Male","5"
"Tatma/Tatwa",""
"Female","224"
"Male","271"
"Teli",""
"Female","1353"
"Male","1426"
"Terai Others",""
"Female","36"
"Male","28"
"Thakuri",""
"Female","14"
"Male","19"
"Tharu",""
"Female","983"
"Male","983"
"Yadav",""
"Female","4956"
"Male","5399"
"Yakkha",""
"Female","15"
"Male","23"
