"Population by disability type","Number"
"Blind/low vision",""
"Female","82"
"Male","72"
"","154"
"Deaf/hard of hearing",""
"Female","24"
"Male","20"
"","44"
"Deaf-Blind",""
"Female","3"
"Male","5"
"","8"
"Intellectual disable",""
"Female","2"
"Male","14"
"","16"
"Mental disable",""
"Female","7"
"Male","31"
"","38"
"Multiple disable",""
"Female","11"
"Male","16"
"","27"
"No disability",""
"Female","15818"
"Male","15456"
"","31274"
"Physical",""
"Female","103"
"Male","123"
"","226"
"Speech problem",""
"Female","20"
"Male","44"
"","64"
