"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","45"
"Male","44"
"","89"
"Baraee",""
"Female","149"
"Male","146"
"","295"
"Bin",""
"Female","528"
"Male","516"
"","1044"
"Brahman - Hill",""
"Female","60"
"Male","40"
"","100"
"Brahman - Tarai",""
"Female","281"
"Male","253"
"","534"
"Chamar/ Harijan/ Ram",""
"Female","770"
"Male","723"
"","1493"
"Chhetri",""
"Female","20"
"Male","23"
"","43"
"Damai/Dholi",""
"Female","53"
"Male","38"
"","91"
"Dhanuk",""
"Female","665"
"Male","661"
"","1326"
"Dhobi",""
"Female","188"
"Male","159"
"","347"
"Dhunia",""
"Female","53"
"Male","50"
"","103"
"Dom",""
"Female","37"
"Male","38"
"","75"
"Dusadh/ Pasawan/ Pasi",""
"Female","39"
"Male","35"
"","74"
"Gharti/Bhujel",""
"Female","12"
"Male","8"
"","20"
"Hajam/Thakur",""
"Female","142"
"Male","133"
"","275"
"Halwai",""
"Female","61"
"Male","52"
"","113"
"Kalwar",""
"Female","797"
"Male","730"
"","1527"
"Kami",""
"Female","26"
"Male","23"
"","49"
"Kanu",""
"Female","282"
"Male","310"
"","592"
"Kathabaniyan",""
"Female","28"
"Male","19"
"","47"
"Kayastha",""
"Female","23"
"Male","19"
"","42"
"Kewat",""
"Female","108"
"Male","116"
"","224"
"Khatwe",""
"Female","553"
"Male","530"
"","1083"
"Koiri/Kushwaha",""
"Female","291"
"Male","311"
"","602"
"Kumal",""
"Female","269"
"Male","270"
"","539"
"Kumhar",""
"Female","11"
"Male","9"
"","20"
"Kurmi",""
"Female","113"
"Male","127"
"","240"
"Lohar",""
"Female","258"
"Male","259"
"","517"
"Mali",""
"Female","65"
"Male","61"
"","126"
"Mallaha",""
"Female","360"
"Male","344"
"","704"
"Musahar",""
"Female","1679"
"Male","1620"
"","3299"
"Musalman",""
"Female","411"
"Male","364"
"","775"
"Newar",""
"Female","73"
"Male","73"
"","146"
"Nuniya",""
"Female","272"
"Male","264"
"","536"
"Others",""
"Female","61"
"Male","40"
"","101"
"Rai",""
"Female","7"
"Male","8"
"","15"
"Rajput",""
"Female","14"
"Male","9"
"","23"
"Sanyasi/Dasnami",""
"Female","41"
"Male","50"
"","91"
"Sonar",""
"Female","177"
"Male","167"
"","344"
"Sudhi",""
"Female","345"
"Male","349"
"","694"
"Tamang",""
"Female","20"
"Male","10"
"","30"
"Tatma/Tatwa",""
"Female","835"
"Male","855"
"","1690"
"Teli",""
"Female","763"
"Male","699"
"","1462"
"Terai Others",""
"Female","61"
"Male","58"
"","119"
"Yadav",""
"Female","5024"
"Male","5168"
"","10192"
