"Population by Educational Attainment","Number"
"Beginners",""
"Female","130"
"Male","155"
"","285"
"Graduate and Equivalent",""
"Female","28"
"Male","103"
"","131"
"Intermediate and Equivalent",""
"Female","134"
"Male","374"
"","508"
"Level not Stated",""
"Female","39"
"Male","43"
"","82"
"Lower Secondary (Class 6-8)",""
"Female","919"
"Male","1558"
"","2477"
"Non Formal Education",""
"Female","42"
"Male","113"
"","155"
"Others",""
"Female","9"
"Male","17"
"","26"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","35"
"","40"
"Primary Education (1-5 Class)",""
"Female","3025"
"Male","3736"
"","6761"
"Secondary Level (Class 9-10)",""
"Female","281"
"Male","593"
"","874"
"SLC and Equivalent",""
"Female","281"
"Male","729"
"","1010"
