"Population by Educational Attainment","Number"
"Beginners",""
"Female","66"
"Male","66"
"Graduate and Equivalent",""
"Female","51"
"Male","226"
"Intermediate and Equivalent",""
"Female","132"
"Male","364"
"Level not Stated",""
"Female","59"
"Male","91"
"Lower Secondary (Class 6-8)",""
"Female","650"
"Male","1165"
"Non Formal Education",""
"Female","3"
"Male","14"
"Others",""
"Female","2"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","31"
"Primary Education (1-5 Class)",""
"Female","1982"
"Male","2457"
"Secondary Level (Class 9-10)",""
"Female","362"
"Male","827"
"SLC and Equivalent",""
"Female","263"
"Male","649"
