"Population by Single Year of Age","Number"
"0",""
"Female","193"
"Male","225"
"1",""
"Female","151"
"Male","172"
"10",""
"Female","419"
"Male","406"
"11",""
"Female","196"
"Male","188"
"12",""
"Female","342"
"Male","328"
"13",""
"Female","212"
"Male","209"
"14",""
"Female","211"
"Male","229"
"15",""
"Female","263"
"Male","222"
"16",""
"Female","227"
"Male","207"
"17",""
"Female","118"
"Male","162"
"18",""
"Female","217"
"Male","269"
"19",""
"Female","94"
"Male","127"
"2",""
"Female","225"
"Male","260"
"20",""
"Female","278"
"Male","183"
"21",""
"Female","88"
"Male","90"
"22",""
"Female","196"
"Male","197"
"23",""
"Female","123"
"Male","90"
"24",""
"Female","139"
"Male","99"
"25",""
"Female","307"
"Male","331"
"26",""
"Female","97"
"Male","72"
"27",""
"Female","102"
"Male","96"
"28",""
"Female","266"
"Male","158"
"29",""
"Female","27"
"Male","29"
"3",""
"Female","262"
"Male","274"
"30",""
"Female","421"
"Male","373"
"31",""
"Female","31"
"Male","37"
"32",""
"Female","183"
"Male","137"
"33",""
"Female","105"
"Male","29"
"34",""
"Female","69"
"Male","40"
"35",""
"Female","340"
"Male","434"
"36",""
"Female","57"
"Male","64"
"37",""
"Female","39"
"Male","34"
"38",""
"Female","162"
"Male","90"
"39",""
"Female","19"
"Male","22"
"4",""
"Female","252"
"Male","243"
"40",""
"Female","349"
"Male","328"
"41",""
"Female","19"
"Male","20"
"42",""
"Female","96"
"Male","81"
"43",""
"Female","100"
"Male","18"
"44",""
"Female","41"
"Male","24"
"45",""
"Female","265"
"Male","373"
"46",""
"Female","47"
"Male","26"
"47",""
"Female","22"
"Male","39"
"48",""
"Female","107"
"Male","73"
"49",""
"Female","17"
"Male","14"
"5",""
"Female","369"
"Male","380"
"50",""
"Female","234"
"Male","293"
"51",""
"Female","12"
"Male","35"
"52",""
"Female","45"
"Male","43"
"53",""
"Female","62"
"Male","21"
"54",""
"Female","31"
"Male","25"
"55",""
"Female","175"
"Male","230"
"56",""
"Female","21"
"Male","23"
"57",""
"Female","19"
"Male","20"
"58",""
"Female","76"
"Male","32"
"59",""
"Female","20"
"Male","21"
"6",""
"Female","281"
"Male","299"
"60",""
"Female","179"
"Male","237"
"61",""
"Female","21"
"Male","24"
"62",""
"Female","56"
"Male","41"
"63",""
"Female","48"
"Male","18"
"64",""
"Female","27"
"Male","22"
"65",""
"Female","203"
"Male","160"
"66",""
"Female","15"
"Male","14"
"67",""
"Female","11"
"Male","17"
"68",""
"Female","28"
"Male","30"
"69",""
"Female","6"
"Male","15"
"7",""
"Female","307"
"Male","320"
"70",""
"Female","138"
"Male","152"
"71",""
"Female","19"
"Male","14"
"72",""
"Female","31"
"Male","29"
"73",""
"Female","7"
"Male","14"
"74",""
"Female","4"
"Male","3"
"75",""
"Female","71"
"Male","66"
"76",""
"Female","2"
"Male","2"
"77",""
"Female","2"
"Male","3"
"78",""
"Female","5"
"Male","7"
"79",""
"Female","0"
"Male","5"
"8",""
"Female","370"
"Male","353"
"80",""
"Female","35"
"Male","32"
"81",""
"Female","2"
"Male","4"
"82",""
"Female","1"
"Male","2"
"83",""
"Female","0"
"Male","1"
"85",""
"Female","14"
"Male","17"
"9",""
"Female","225"
"Male","187"
