"Population by Educational Attainment","Number"
"Beginners",""
"Female","373"
"Male","386"
"Graduate and Equivalent",""
"Female","29"
"Male","96"
"Intermediate and Equivalent",""
"Female","162"
"Male","263"
"Level not Stated",""
"Female","13"
"Male","9"
"Lower Secondary (Class 6-8)",""
"Female","1697"
"Male","1361"
"Non Formal Education",""
"Female","609"
"Male","416"
"Others",""
"Female","2"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","33"
"Primary Education (1-5 Class)",""
"Female","3082"
"Male","2938"
"Secondary Level (Class 9-10)",""
"Female","902"
"Male","826"
"SLC and Equivalent",""
"Female","803"
"Male","676"
