"Population by Single Year of Age","Number"
"0",""
"Female","214"
"Male","220"
"1",""
"Female","199"
"Male","211"
"10",""
"Female","328"
"Male","320"
"11",""
"Female","301"
"Male","306"
"12",""
"Female","351"
"Male","400"
"13",""
"Female","326"
"Male","271"
"14",""
"Female","347"
"Male","339"
"15",""
"Female","330"
"Male","315"
"16",""
"Female","314"
"Male","225"
"17",""
"Female","332"
"Male","237"
"18",""
"Female","332"
"Male","201"
"19",""
"Female","243"
"Male","128"
"2",""
"Female","189"
"Male","258"
"20",""
"Female","220"
"Male","115"
"21",""
"Female","229"
"Male","97"
"22",""
"Female","261"
"Male","91"
"23",""
"Female","199"
"Male","64"
"24",""
"Female","209"
"Male","59"
"25",""
"Female","253"
"Male","88"
"26",""
"Female","175"
"Male","62"
"27",""
"Female","175"
"Male","83"
"28",""
"Female","191"
"Male","73"
"29",""
"Female","119"
"Male","48"
"3",""
"Female","236"
"Male","237"
"30",""
"Female","240"
"Male","84"
"31",""
"Female","88"
"Male","42"
"32",""
"Female","153"
"Male","74"
"33",""
"Female","105"
"Male","58"
"34",""
"Female","106"
"Male","66"
"35",""
"Female","241"
"Male","95"
"36",""
"Female","140"
"Male","48"
"37",""
"Female","96"
"Male","53"
"38",""
"Female","142"
"Male","76"
"39",""
"Female","77"
"Male","62"
"4",""
"Female","240"
"Male","278"
"40",""
"Female","267"
"Male","98"
"41",""
"Female","90"
"Male","45"
"42",""
"Female","134"
"Male","82"
"43",""
"Female","109"
"Male","42"
"44",""
"Female","111"
"Male","64"
"45",""
"Female","239"
"Male","121"
"46",""
"Female","104"
"Male","56"
"47",""
"Female","90"
"Male","59"
"48",""
"Female","116"
"Male","77"
"49",""
"Female","96"
"Male","65"
"5",""
"Female","275"
"Male","266"
"50",""
"Female","189"
"Male","128"
"51",""
"Female","88"
"Male","79"
"52",""
"Female","122"
"Male","101"
"53",""
"Female","82"
"Male","84"
"54",""
"Female","83"
"Male","56"
"55",""
"Female","137"
"Male","89"
"56",""
"Female","114"
"Male","71"
"57",""
"Female","77"
"Male","62"
"58",""
"Female","74"
"Male","70"
"59",""
"Female","63"
"Male","51"
"6",""
"Female","255"
"Male","243"
"60",""
"Female","188"
"Male","130"
"61",""
"Female","73"
"Male","76"
"62",""
"Female","108"
"Male","78"
"63",""
"Female","70"
"Male","70"
"64",""
"Female","55"
"Male","52"
"65",""
"Female","106"
"Male","88"
"66",""
"Female","52"
"Male","50"
"67",""
"Female","75"
"Male","62"
"68",""
"Female","81"
"Male","88"
"69",""
"Female","35"
"Male","57"
"7",""
"Female","289"
"Male","313"
"70",""
"Female","92"
"Male","91"
"71",""
"Female","34"
"Male","40"
"72",""
"Female","60"
"Male","59"
"73",""
"Female","21"
"Male","49"
"74",""
"Female","20"
"Male","32"
"75",""
"Female","48"
"Male","42"
"76",""
"Female","32"
"Male","19"
"77",""
"Female","23"
"Male","37"
"78",""
"Female","35"
"Male","52"
"79",""
"Female","12"
"Male","27"
"8",""
"Female","318"
"Male","280"
"80",""
"Female","41"
"Male","36"
"81",""
"Female","18"
"Male","23"
"82",""
"Female","18"
"Male","16"
"83",""
"Female","9"
"Male","18"
"84",""
"Female","7"
"Male","14"
"85",""
"Female","54"
"Male","55"
"9",""
"Female","257"
"Male","274"
